against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;attack;base_happiness;defense;experience_growth;height_m;hp;sp_attack;sp_defense;speed;weight_kg;is_legendary
0,2;0,333333333;0,5;0,5;0,428571429;0,25;0,066666667;0,2;0,5;0,466666667;0,25;0,066666667;1;0,5;0,25;0,2;0,142857143;0,066666667;0,694444444;0,5;0,488888889;0,384615385;0,076923077;0,212598425;0,217391304;0,142857143;0,4;0,063059269;0
0,2;0,333333333;0,5;0,125;0,428571429;0,25;0,2;0,066666667;0,5;0,2;0,5;0,2;1;0,5;0,25;0,2;0,142857143;0,2;0,138888889;0,5;0,2;0,384615385;0,020979021;0,153543307;0,244565217;0,166666667;0,542857143;0,010843247;0
0,2;0,333333333;0,5;0,125;0,428571429;0,25;0,2;0,066666667;0,5;0,2;0,5;0,2;1;0,5;0,25;0,2;0,142857143;0,2;0,25;0,5;0,288888889;0,384615385;0,06993007;0,232283465;0,380434783;0,285714286;0,828571429;0,070007369;0
1;1;0,5;0,125;0,428571429;0,125;0,466666667;0,466666667;1;0,066666667;0,125;0,466666667;1;1;0,125;0,2;0,428571429;0,066666667;0,194444444;0,5;0,333333333;0,625;0,013986014;0,232283465;0,27173913;0,119047619;0,2;0,002526582;0
1;1;0,5;0,125;0,428571429;0,125;0,466666667;0,466666667;1;0,066666667;0,125;0,466666667;1;1;0,125;0,2;0,428571429;0,066666667;0,555555556;0,5;0,355555556;0,625;-0,013986014;0,37007874;0,625;0,261904762;0,228571429;-0,000105274;0
0,2;0,333333333;0,5;0;0,428571429;0,25;0,2;0,2;0,5;0,466666667;0,25;0,466666667;1;0,25;0,25;0,066666667;0,428571429;0,466666667;0,25;0,5;0,4;0,384615385;0,013986014;0,192913386;0,163043478;0,142857143;0,171428571;0,006737551;0
0,2;0,333333333;0,5;0;0,428571429;0,25;0,2;0,2;0,5;0,466666667;0,25;0,466666667;1;0,25;0,25;0,066666667;0,428571429;0,466666667;0,416666667;0,5;0,466666667;0,384615385;-0,013986014;0,232283465;0,217391304;0,285714286;0,228571429;-0,000105274;0
0,066666667;0;0,5;0,25;1;0,25;0,2;0,466666667;0,5;0,2;0,25;0,2;1;0,5;0,5;0,066666667;0,428571429;0,2;0,638888889;0,5;0,213333333;0,384615385;0,090909091;0,192913386;0,135869565;0,428571429;0,468571429;0,052321297;0
0,066666667;0;0,5;0,25;1;0,25;0,2;0,466666667;0,5;0,2;0,25;0,2;1;0,5;0,5;0,066666667;0,428571429;0,2;0,555555556;0,5;0,328888889;0,384615385;0,083916084;0,192913386;0,135869565;0,428571429;0,405714286;0,052742394;0
0,2;0,333333333;0,5;0,25;0,428571429;0,5;0,2;0,2;0;0,2;0,25;0,2;1;0,5;0,25;0,2;0,428571429;0,2;0,277777778;0,5;0,311111111;0,384615385;0,06993007;0,350393701;0,27173913;0,261904762;0,142857143;0,068849353;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,125;0,2;0,2;0,5;0,066666667;0,5;0,2;1;0,25;0,5;0,2;0,428571429;0,2;0,333333333;0,5;0,4;0,384615385;0,027972028;0,153543307;0,27173913;0,119047619;0,171428571;0,000947468;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,125;0,2;0,2;0,5;0,066666667;0,5;0,2;1;0,25;0,5;0,2;0,428571429;0,2;0,472222222;0,5;0,511111111;0,384615385;0,06993007;0,251968504;0,407608696;0,238095238;0,314285714;0,009895779;0
0,2;0,333333333;0,5;0;0,428571429;0,5;0,066666667;0,066666667;0,5;1;0,5;0,466666667;0,5;0,125;0,25;0,066666667;1;1;0,444444444;0,5;0,4;0,625;0,055944056;0,311023622;0,108695652;0,047619048;0,114285714;0,120960101;0
0,2;0,333333333;0,5;0;0,428571429;0,5;0,066666667;0,066666667;0,5;1;0,5;0,466666667;0,5;0,125;0,25;0,066666667;1;1;0,694444444;0,5;0,511111111;0,625;0,118881119;0,409448819;0,190217391;0,119047619;0,2;0,126223813;0
0,2;0,333333333;0,5;0,25;0,428571429;0,5;0,2;0,2;0;0,2;0,25;0,2;1;0,5;0,25;0,2;0,428571429;0,2;0;1;0;0,192307692;0,062937063;0,980314961;0,135869565;0,404761905;0,257142857;0,036319613;0
0,466666667;0,333333333;0,5;0,125;0,428571429;0,25;0,466666667;0,466666667;0,5;0,066666667;0,125;0,466666667;1;1;0,25;0,2;0,428571429;0,066666667;0,277777778;0,5;0,488888889;0,384615385;0,055944056;0,251968504;0,489130435;0,095238095;0,314285714;0,03674071;0
0,2;0,333333333;0,5;0,25;0,428571429;0,5;0,2;0,2;0;0,2;0,25;0,2;1;0,5;0,25;0,2;0,428571429;0,2;0,666666667;0,5;0,422222222;0,384615385;0,13986014;0,409448819;0,27173913;0,380952381;0,542857143;0,084114117;0
0,2;0,333333333;0,5;0,5;0,428571429;0,25;0,066666667;0,2;0,5;0,466666667;0,25;0,066666667;1;0,5;0,25;0,2;0,142857143;0,066666667;0,194444444;0,5;0,288888889;0,384615385;0,013986014;0,114173228;0,326086957;0,023809524;0,314285714;0,008316665;0
0,2;0,333333333;0,5;0,5;0,428571429;0,25;0,066666667;0,2;0,5;0,466666667;0,25;0,066666667;1;0,5;0,25;0,2;0,142857143;0,066666667;0,333333333;0,5;0,4;0,384615385;0,06993007;0,212598425;0,461956522;0,119047619;0,457142857;0,026213286;0
0,2;0,333333333;0,5;0,5;0,428571429;0,25;0,066666667;0,2;0,5;0,466666667;0,25;0,066666667;1;0,5;0,25;0,2;0,142857143;0,066666667;0,344444444;0,5;0,244444444;0,384615385;0,027972028;0,173228346;0,135869565;0,142857143;0,331428571;0,015685862;0
0,2;0,333333333;0,5;0,5;0,428571429;0,25;0,066666667;0,2;0,5;0,466666667;0,25;0,066666667;1;0,5;0,25;0,2;0,142857143;0,066666667;0,483333333;0,5;0,266666667;0,384615385;0,076923077;0,311023622;0,298913043;0,285714286;0,36;0,040951679;0
0,2;0,333333333;0,5;0,5;0,428571429;0,25;0,066666667;0,2;0,5;0,466666667;0,25;0,066666667;1;0,5;0,25;0,2;0,142857143;0,066666667;0,222222222;0,5;0,222222222;0,625;0,041958042;0,114173228;0,326086957;0,166666667;0,457142857;0,036214338;0
0,466666667;1;0,5;0,5;0,428571429;0,125;0,066666667;0,2;1;0,466666667;0,25;0,066666667;1;0,5;0,125;0,2;0,142857143;0,066666667;0,388888889;0,5;0,355555556;0,625;0,062937063;0,232283465;0,489130435;0,30952381;0,628571429;0,084114117;0
0,2;0,333333333;0;0,25;0,428571429;0,0625;0,2;0,2;1;0,2;0,25;0,2;1;1;0,125;0,2;1;0,2;0,222222222;0,5;0,266666667;0,384615385;0,076923077;0,153543307;0,489130435;0,476190476;0,485714286;0,057269186;0
0,066666667;0,333333333;0,5;0,5;0,428571429;0,0625;0,466666667;0,466666667;0,5;0;0;0,466666667;1;0,5;0,25;1;0,428571429;0,2;0,583333333;0,5;0,333333333;0,384615385;0,090909091;0,271653543;0,244565217;0,285714286;0,571428571;0,0588483;0
0,466666667;1;0,5;0,25;0,428571429;0,25;0,466666667;0,2;1;0,2;0,25;0,066666667;1;0,5;0,125;0,466666667;1;0,2;0,25;0,5;0,133333333;0,384615385;0,083916084;0,251968504;0,570652174;0,357142857;0,514285714;0,042636067;0
0,2;0,333333333;0,5;0,125;0,428571429;0,25;0,2;0,066666667;0,5;0,2;0,5;0,2;1;0,5;0,25;0,2;0,142857143;0,2;0,433333333;0,5;0,231111111;0,384615385;0,062937063;0,251968504;0,461956522;0,30952381;0,571428571;0,031476998;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,25;0,066666667;0,2;0,5;0,066666667;0,5;0,066666667;1;0,5;0,25;0,466666667;0,142857143;0,466666667;0,5;0,5;0,231111111;0,384615385;0,076923077;0,251968504;0,489130435;0,30952381;0,502857143;0,046741762;0
0,2;0,333333333;0,5;0,25;0,428571429;0,125;0,466666667;0,466666667;0,5;0,066666667;0,125;0,2;1;0,5;0,25;0,466666667;0,428571429;0,2;0,833333333;0,5;0,511111111;0,625;0,090909091;0,251968504;0,298913043;0,333333333;0,571428571;0,057795557;0
0,2;0,333333333;0,5;0,25;0,428571429;0,5;0,2;0,2;0;0,2;0,25;0,2;1;0,5;0,25;0,2;0,428571429;0,2;0,527777778;0,5;0,4;0,625;0,083916084;0,291338583;0,163043478;0,238095238;0,6;0,092957153;0
0,2;0,333333333;0,5;0,5;0,428571429;0,25;0,066666667;0,2;0,5;0,466666667;0,25;0,066666667;1;0,5;0,25;0,2;0,142857143;0,066666667;0,027777778;0,5;0,222222222;0,625;0,048951049;0,07480315;0,027173913;0;0,428571429;0,01042215;0
0,066666667;0,333333333;0,5;1;0,428571429;0,125;0,066666667;0,2;0,5;0,2;0;0,2;1;0,5;0,25;0,466666667;0,142857143;0,066666667;0,833333333;0,5;0,462222222;0,625;0,440559441;0,37007874;0,326086957;0,523809524;0,434285714;0,247289188;0
0,2;0,333333333;0,5;0,5;0,428571429;0,5;0,2;0,2;0,5;0,466666667;0,25;0;1;0,5;0,25;0,466666667;0,428571429;0,066666667;0,444444444;0,5;0,333333333;0,625;0,160839161;0,507874016;0,407608696;0,357142857;0,314285714;0,231498052;0
0,2;0,333333333;0,5;0,25;0,428571429;0,5;0,2;0,2;0;0,2;0,25;0,2;1;0,5;0,25;0,2;0,428571429;0,2;0,238888889;0,5;0,191111111;0,384615385;0,006993007;0,18503937;0,206521739;0,133333333;0,245714286;0,004105695;0
0,2;0,333333333;0,5;0,25;0,428571429;0,5;0,2;0,2;0;0,2;0,25;0,2;1;0,5;0,25;0,2;0,428571429;0,2;0,277777778;0,5;0,2;0,384615385;0,006993007;0,212598425;0,190217391;0,214285714;0,285714286;0,006737551;0
0,2;0,333333333;0,5;0,5;0,428571429;0,25;0,066666667;0,2;0,5;0,466666667;0,25;0,066666667;1;0,5;0,25;0,2;0,142857143;0,066666667;0,333333333;0,5;0,244444444;0,384615385;0,055944056;0,507874016;0,543478261;0,357142857;0,342857143;0,030424255;0
0,2;0,333333333;0,5;0,125;0,428571429;0,25;0,2;0,066666667;0,5;0,2;0,5;0,2;1;0,5;0,25;0,2;0,142857143;0,2;0,333333333;0,5;0,244444444;0,384615385;0,041958042;0,251968504;0,543478261;0,357142857;0,714285714;0,025686914;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,25;0,066666667;0,2;0,5;0,066666667;0,5;0,066666667;1;0,5;0,25;0,466666667;0,142857143;0,466666667;0,694444444;0,5;0,244444444;0,384615385;0,048951049;0,251968504;0,461956522;0,428571429;0,342857143;0,026213286;0
0,2;0,333333333;0,5;0,25;0,428571429;0,5;0,2;0,2;0;0,2;0,25;0,2;1;0,5;0,25;0,2;0,428571429;0,2;0,305555556;0,5;0,288888889;0,384615385;0,041958042;0,251968504;0,407608696;0,261904762;0,2;0,038319823;0
0,2;0,333333333;0,5;0,5;0,428571429;0,5;0;0,066666667;0,5;1;0,5;0,066666667;0,5;0,25;0,25;0,2;0,428571429;0,2;0,194444444;0,5;0,422222222;0,384615385;0,013986014;0,133858268;0,434782609;0,166666667;0,171428571;0,007790294;0
0,2;0,333333333;0,5;0,5;0,428571429;0,5;0;0,066666667;0,5;1;0,5;0,066666667;0,5;0,25;0,25;0,2;0,428571429;0,2;0,305555556;0,5;0,533333333;0,384615385;0,055944056;0,271653543;0,570652174;0,238095238;0,285714286;0,03674071;0
0,2;0,333333333;0,5;0,5;0,428571429;0,5;0;0,066666667;0,5;1;0,5;0,066666667;0,5;0,25;0,25;0,2;0,428571429;0,2;0,416666667;0,5;0,377777778;0,384615385;0,020979021;0,114173228;0,244565217;0,119047619;0,285714286;0,012001263;0
0,2;0,333333333;0,5;0,5;0,428571429;0,5;0;0,066666667;0,5;1;0,5;0,066666667;0,5;0,25;0,25;0,2;0,428571429;0,2;0,611111111;0,5;0,444444444;0,384615385;0,076923077;0,232283465;0,298913043;0,238095238;0,428571429;0,042530793;0
0,066666667;0,333333333;0,5;0,5;0,428571429;0,25;0,066666667;0,066666667;0,5;0,2;0;0,466666667;0,5;0,25;0,25;0,466666667;1;0,466666667;0,722222222;0,5;0,355555556;0,625;0,111888112;0,311023622;0,326086957;0,357142857;0,828571429;0,062006527;0
0,2;0,333333333;0,5;0,25;0,428571429;0,5;0,2;0,2;0;0,2;0,25;0,2;1;0,5;0,25;0,2;0,428571429;0,2;0,583333333;0,5;0,266666667;0,625;0,132867133;0,625984252;0,298913043;0,428571429;0,142857143;0,484156227;0
0,066666667;0,333333333;0,5;0,5;0,428571429;0,25;0,466666667;0,2;0,5;0,066666667;0;0,2;1;0,5;0,25;1;1;0,2;0,444444444;0,25;0,422222222;0,625;0,104895105;0,350393701;0,461956522;0,5;0,457142857;0,058216654;1
0,066666667;0,333333333;0,5;0,25;0,428571429;0,125;0,2;0,066666667;0,5;0,066666667;0;0,466666667;1;0,5;0,25;0,466666667;0,142857143;0,2;0,472222222;0,25;0,355555556;0,625;0,097902098;0,350393701;0,625;0,333333333;0,542857143;0,055268976;1
0;0,333333333;0,5;0,5;0,142857143;0,125;0,066666667;0,2;0,5;0;0;0,2;1;0,5;0,25;1;0,142857143;0,466666667;0,527777778;0,25;0,377777778;0,625;0,125874126;0,350393701;0,625;0,30952381;0,485714286;0,063059269;1
0,2;0,333333333;1;0,125;1;0,25;0,066666667;0,2;0,5;0,066666667;0,25;0,466666667;1;0,5;0,25;0,2;0,428571429;0,066666667;0,327777778;0,25;0,177777778;0,625;0,111888112;0,157480315;0,217391304;0,142857143;0,257142857;0,003368776;0
0,2;0,333333333;1;0,125;1;0,25;0,066666667;0,2;0,5;0,066666667;0,25;0,466666667;1;0,5;0,25;0,2;0,428571429;0,066666667;0,438888889;0,25;0,266666667;0,625;0,265734266;0,236220472;0,326086957;0,238095238;0,371428571;0,017264975;0
0,066666667;0,333333333;1;0,25;1;0,125;0,066666667;0,2;0,5;0;0;1;1;0,5;0,25;0,466666667;0,428571429;0,066666667;0,716666667;0,25;0,4;0,625;0,13986014;0,354330709;0,489130435;0,380952381;0,428571429;0,220970628;0
0,466666667;1;0,5;0,25;0,428571429;0,125;0,2;0,2;1;0,2;0,25;0,2;1;0,5;0,125;0,2;0,428571429;0,2;0,805555556;0;0,288888889;0,625;0,125874126;0,413385827;1;0,476190476;0,771428571;0,128329298;1
0,466666667;1;0,5;0,25;0,428571429;0,125;0,2;0,2;1;0,2;0,25;0,2;1;0,5;0,125;0,2;0,428571429;0,2;0,527777778;0,714285714;0,422222222;0,442173077;0,013986014;0,38976378;0,489130435;0,380952381;0,542857143;0,004105695;1
0,466666667;0,333333333;0,5;0,125;0,428571429;0,25;0,466666667;0,466666667;0,5;0,066666667;0,125;0,466666667;1;1;0,25;0,2;0,428571429;0,066666667;0,244444444;0,5;0,266666667;0,442173077;0,048951049;0,173228346;0,211956522;0,214285714;0,228571429;0,006632277;0
0,466666667;0,333333333;0,5;0,125;0,428571429;0,25;0,466666667;0,466666667;0,5;0,066666667;0,125;0,466666667;1;1;0,25;0,2;0,428571429;0,066666667;0,316666667;0,5;0,333333333;0,442173077;0,06993007;0,232283465;0,288043478;0,285714286;0,314285714;0,016528056;0
0,466666667;0,333333333;0,5;0,125;0,428571429;0,25;0,466666667;0,466666667;0,5;0,066666667;0,125;0,466666667;1;1;0,25;0,2;0,428571429;0,066666667;0,427777778;0,5;0,422222222;0,442173077;0,111888112;0,311023622;0,39673913;0,380952381;0,428571429;0,105695336;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,25;0,066666667;0,2;0,5;0,066666667;0,5;0,066666667;1;0,5;0,25;0,466666667;0,142857143;0,466666667;0,261111111;0,5;0,168888889;0,442173077;0,020979021;0,149606299;0,27173913;0,142857143;0,342857143;0,008211391;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,25;0,066666667;0,2;0,5;0,066666667;0,5;0,066666667;1;0,5;0,25;0,466666667;0,142857143;0,466666667;0,327777778;0,5;0,235555556;0,442173077;0,048951049;0,224409449;0,380434783;0,214285714;0,428571429;0,019896831;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,25;0,066666667;0,2;0,5;0,066666667;0,5;0,066666667;1;0,5;0,25;0,466666667;0,142857143;0,466666667;0,438888889;0,5;0,324444444;0,442173077;0,104895105;0,303149606;0,538043478;0,30952381;0,542857143;0,083587746;0
0,2;0,333333333;0,5;0,5;0,428571429;0,25;0,066666667;0,2;0,5;0,466666667;0,25;0,066666667;1;0,5;0,25;0,2;0,142857143;0,066666667;0,333333333;0,5;0,262222222;0,442173077;0,027972028;0,192913386;0,184782609;0,133333333;0,217142857;0,009895779;0
0,2;0,333333333;0,5;0,5;0,428571429;0,25;0,066666667;0,2;0,5;0,466666667;0,25;0,066666667;1;0,5;0,25;0,2;0,142857143;0,066666667;0,416666667;0,5;0,333333333;0,442173077;0,062937063;0,251968504;0,266304348;0,204761905;0,302857143;0,026213286;0
0,2;0,333333333;0,5;0,5;0,428571429;0,25;0,066666667;0,2;0,5;0,466666667;0,25;0,066666667;1;0,5;0,25;0,2;0,142857143;0,066666667;0,555555556;0,5;0,422222222;0,442173077;0,146853147;0,330708661;0,375;0,3;0,417142857;0,09337825;0
0,2;0,333333333;0,5;0,25;0,428571429;0,5;0,2;0,2;0;0,2;0,25;0,2;1;0,5;0,25;0,2;0,428571429;0,2;0,227777778;0,5;0,128888889;0,384615385;0,041958042;0,133858268;0,135869565;0,119047619;0,085714286;0,00621118;0
0,2;0,333333333;0,5;0,25;0,428571429;0,5;0,2;0,2;0;0,2;0,25;0,2;1;0,5;0,25;0,2;0,428571429;0,2;0,394444444;0,5;0,262222222;0,384615385;0,111888112;0,330708661;0,190217391;0,166666667;0,485714286;0,034108854;0
0,066666667;0,333333333;0,5;0,5;0,428571429;0,25;0,2;0,2;0;0,066666667;0;0,466666667;1;0,5;0,25;0,466666667;0,428571429;0,2;0,138888889;0,5;0,111111111;0,384615385;0,034965035;0,232283465;0,141304348;0,171428571;0,257142857;0,022212865;0
0,066666667;0,333333333;0,5;0,5;0,428571429;0,25;0,2;0,2;0;0,066666667;0;0,466666667;1;0,5;0,25;0,466666667;0,428571429;0,2;0,25;0,5;0,2;0,384615385;0,097902098;0,38976378;0,413043478;0,361904762;0,371428571;0,042846615;0
0,066666667;0,333333333;0,5;0,5;0,428571429;0,0625;0,466666667;0,466666667;0,5;0;0;0,466666667;1;0,5;0,25;1;0,428571429;0,2;0,083333333;0,5;0,111111111;0,192307692;0,055944056;0,153543307;0,163043478;0,285714286;0,285714286;0,011264344;0
0,066666667;0,333333333;0,5;0,5;0,428571429;0,0625;0,466666667;0,466666667;0,5;0;0;0,466666667;1;0,5;0,25;1;0,428571429;0,2;0,166666667;0,5;0,2;0,192307692;0,083916084;0,212598425;0,244565217;0,428571429;0,457142857;0,037372355;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,0625;0,466666667;0,466666667;0,5;0;0,25;0,2;1;0,25;0,5;0,466666667;0,428571429;0,2;0,305555556;0,5;0,155555556;0,192307692;0,020979021;0,153543307;0,163043478;0,095238095;0,142857143;0,008843036;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,0625;0,466666667;0,466666667;0,5;0;0,25;0,2;1;0,25;0,5;0,466666667;0,428571429;0,2;0,472222222;0,5;0,288888889;0,192307692;0,062937063;0,271653543;0,27173913;0,238095238;0,2;0,035161596;0
0;0,333333333;0,5;0,5;0,142857143;0,0625;0,2;0,2;0,5;0;0;0,466666667;1;0,25;0,5;0,466666667;0,428571429;0,2;0,472222222;0,5;0,333333333;0,384615385;0,111888112;0,330708661;0,326086957;0,285714286;0,714285714;0,078850405;0
0,2;0,333333333;0,5;0,25;0,428571429;0,25;0,066666667;0,066666667;0,5;0,466666667;0,5;0,066666667;1;0,5;0,25;0,2;0;0,066666667;0,183333333;0,5;0,146666667;0,625;0,020979021;0,291338583;0,25;0,171428571;0,354285714;0,012527634;0
0,2;0,333333333;0,5;0,25;0,428571429;0,25;0,066666667;0,066666667;0,5;0,466666667;0,5;0,066666667;1;0,5;0,25;0,2;0;0,066666667;0,294444444;0,5;0,235555556;0,625;0,06993007;0,488188976;0,358695652;0,266666667;0,354285714;0,02358143;0
0,2;0,333333333;0,5;0,125;0,428571429;0,25;0,2;0,066666667;0,5;0,2;0,5;0,2;1;0,5;0,25;0,2;0,142857143;0,2;0,194444444;0,5;0,044444444;0,384615385;0,006993007;0,07480315;0,135869565;0,071428571;0,314285714;0,002000211;0
0,066666667;0;0;0,25;0,428571429;0,125;0,2;0,2;0,5;0,2;0,25;0,2;1;1;0,25;0,2;1;0,2;0,111111111;1;0,102222222;0,192307692;0,006993007;0,192913386;0,190217391;0,166666667;0,057142857;0,003052953;0
0,066666667;0;0;0,25;0,428571429;0,25;0,2;0,2;0;0,2;0,25;0,2;1;1;0,25;0,2;1;0,2;0,138888889;0,5;0,044444444;0,192307692;0,006993007;0,350393701;0,163043478;0;0,057142857;0,000947468;0
0,066666667;0;0;0,25;0,428571429;0,125;0,2;0,2;0,5;0,2;0,25;0,2;1;1;0,25;0,2;1;0,2;0,083333333;0,5;0,266666667;0,192307692;0,006993007;0,133858268;0,163043478;0,214285714;0,085714286;0,001473839;0
0;0;0;0,5;0,428571429;0,0625;0,2;0,2;0,5;0,066666667;0;0,466666667;1;1;0,25;0,466666667;1;0,2;0,194444444;0,5;0,355555556;0,192307692;0,027972028;0,212598425;0,380434783;0,404761905;0,2;0,003263501;0
0,2;1;0,5;0,5;0,428571429;0,0625;0,2;0,2;1;0,066666667;0;0,466666667;1;0,5;0,125;0,466666667;0,428571429;0,2;0,25;0,5;0,177777778;0,384615385;0;0,153543307;0,326086957;0,119047619;0,371428571;0,002000211;0
0,2;1;0,5;0,5;0,428571429;0,0625;0,2;0,2;1;0,066666667;0;0,466666667;1;0,5;0,125;0,466666667;0,428571429;0,2;0,388888889;0,5;0,288888889;0,384615385;0,090909091;0,251968504;0,461956522;0,238095238;0,514285714;0,015685862;0
0,2;0,333333333;0,5;0,125;0,428571429;0,25;0,2;0,066666667;0,5;0,2;0,5;0,2;1;0,5;0,25;0,2;0,142857143;0,2;0,194444444;0,5;0,155555556;0,442173077;0,027972028;0,212598425;0,298913043;0,119047619;0,171428571;0,008106116;0
0,2;0,333333333;0,5;0,125;0,428571429;0,25;0,2;0,066666667;0,5;0,2;0,5;0,2;1;0,5;0,25;0,2;0,142857143;0,2;0,277777778;0,5;0,222222222;0,442173077;0,041958042;0,271653543;0,380434783;0,19047619;0,228571429;0,0138962;0
0,2;0,333333333;0,5;0,125;0,428571429;0,25;0,2;0,066666667;0,5;0,2;0,5;0,2;1;0,5;0,25;0,2;0,142857143;0,2;0,5;0,5;0,444444444;0,442173077;0,083916084;0,350393701;0,842391304;0,428571429;0,228571429;0,064638383;0
0,466666667;0,333333333;0,5;0,125;0,428571429;0,25;0,466666667;0,466666667;0,5;0,066666667;0,125;0,466666667;1;1;0,25;0,2;0,428571429;0,066666667;0,416666667;0,5;0,4;0,442173077;0,013986014;0,291338583;0,434782609;0,380952381;0,257142857;0,006000632;0
0,066666667;0;0;0,5;0,428571429;0,125;0,066666667;0,2;0,5;0,466666667;0,25;0,066666667;1;1;0,25;0,2;0,428571429;0,066666667;0,083333333;0,5;0,2;0,192307692;0,013986014;0,271653543;0,054347826;0,142857143;0,2;0,008843036;0
0,066666667;0;0;0,5;0,428571429;0,125;0,066666667;0,2;0,5;0,466666667;0,25;0,066666667;1;1;0,25;0,2;0,428571429;0,066666667;0,25;0,5;0,333333333;0,192307692;0,041958042;0,38976378;0,27173913;0,285714286;0,257142857;0,029897884;0
0,2;0,333333333;0,5;0,25;0,428571429;0,5;0,066666667;0,066666667;0,5;0,466666667;0,5;0,2;0,5;0,25;0,25;0,2;1;0,466666667;0,527777778;0,5;0,488888889;0,384615385;0,06993007;0,271653543;0,108695652;0,214285714;0,142857143;0,039898937;0
0,2;0,333333333;0,5;0,5;0,428571429;0,25;0,066666667;0,2;0,5;0,466666667;0,25;0,066666667;1;0,5;0,25;0,2;0,142857143;0,066666667;0,388888889;0,5;0,311111111;0,442173077;0,062937063;0,350393701;0,434782609;0,380952381;0,371428571;0,035582693;0
0,2;0,333333333;0,5;0,25;0,428571429;0,125;0,466666667;0,466666667;0,5;0;0;1;1;1;0,25;0,466666667;0,428571429;0,066666667;0,166666667;0,5;0,155555556;0,442173077;0,013986014;0,133858268;0,135869565;0,166666667;0,257142857;0,000421097;0
0,2;0,333333333;0,5;0,25;0,428571429;0,125;0,466666667;0,466666667;0,5;0;0;1;1;1;0,25;0,466666667;0,428571429;0,066666667;0,222222222;0,5;0,2;0,442173077;0,027972028;0,212598425;0,190217391;0,214285714;0,428571429;0,000947468;0
0,2;0,333333333;0,5;0,25;0,428571429;0,125;0,466666667;0,466666667;0,5;0;0;1;1;1;0,25;0,466666667;0,428571429;0,066666667;0,277777778;0,5;0,288888889;0,442173077;0,041958042;0,291338583;0,244565217;0,357142857;0,6;0,003052953;0
0,2;0,333333333;0,5;0,25;0,428571429;0,5;0,2;0,2;0;0,2;0,25;0,2;1;0,5;0,25;0,2;0,428571429;0,2;0,361111111;0,5;0,222222222;0,192307692;0,041958042;0,212598425;0,163043478;0,166666667;0,457142857;0,012001263;0
0,466666667;0,333333333;0,5;0,125;0,428571429;0,25;0,466666667;0,466666667;0,5;0,066666667;0,125;0,466666667;1;1;0,25;0,2;0,428571429;0,066666667;0,138888889;0,5;0,111111111;0,442173077;0,006993007;0,114173228;0,108695652;0,047619048;0,142857143;0,001789662;0
0,466666667;0,333333333;0,5;0,125;0,428571429;0,25;0,466666667;0,466666667;0,5;0,066666667;0,125;0,466666667;1;1;0,25;0,2;0,428571429;0,066666667;0,388888889;0,5;0,222222222;0,442173077;0,041958042;0,291338583;0,516304348;0,30952381;0,142857143;0,008843036;0
0,066666667;0,333333333;0,5;0,5;0,428571429;0,0625;0,466666667;0,466666667;0,5;0;0;0,466666667;1;0,5;0,25;1;0,428571429;0,2;0,333333333;0,5;0,177777778;0,384615385;0,06993007;0,251968504;0,35326087;0,119047619;0,514285714;0,039898937;0
0,2;0,333333333;0,5;0;0,428571429;0,25;0,066666667;0,2;0,5;1;0,25;0,2;1;0,25;0,25;0,066666667;0,142857143;0,2;0,222222222;0,5;0,177777778;0,384615385;0,013986014;0,212598425;0,081521739;0,023809524;0,057142857;0,008843036;0
0,2;0,333333333;0,5;0;0,428571429;0,25;0,066666667;0,2;0,5;1;0,25;0,2;1;0,25;0,25;0,066666667;0,142857143;0,2;0,444444444;0,5;0,355555556;0,384615385;0,083916084;0,37007874;0,298913043;0,214285714;0,171428571;0,078850405;0
0,466666667;1;0,5;0,25;0,428571429;0,125;0,2;0,2;1;0,2;0,25;0,2;1;0,5;0,125;0,2;0,428571429;0,2;0,333333333;0,5;0,244444444;0,384615385;0,048951049;0,251968504;0,652173913;0,357142857;0,6;0,027792399;0
0,466666667;0;0,5;0,25;1;0,5;0,2;0,2;0,25;0,2;0,25;0,2;1;0,5;0;0,2;0,428571429;0,2;0,333333333;0,25;0,466666667;0,384615385;0,055944056;0,37007874;0,27173913;0,523809524;0,342857143;0,02831877;0
0,2;0;0,5;0,5;1;0,25;0,2;0,2;0,25;0,066666667;0;0,466666667;1;0,5;0;0,466666667;0,428571429;0,2;0,444444444;0,25;0,164444444;0,442173077;0,020979021;0,232283465;0,407608696;0,104761905;0,491428571;0,002105485;0
0,466666667;1;0,5;0,5;0,428571429;0,125;0,066666667;0,2;1;0,466666667;0,25;0,066666667;1;0,5;0,125;0,2;0,142857143;0,066666667;0,388888889;0,5;0,333333333;0,384615385;0,125874126;0,37007874;0,489130435;0,428571429;0,142857143;0,083587746;0
